chr,start,end,strand,symbol,length,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2,RAS/CAS,PValueRAS/CAS,FDR,RAS/WT,PValueRAS/WT,FDR,P53KO/WT,PValueP53KO/WT,FDR,CAS/WT,PValueCAS/WT,FDR,Name
chr5,104077605,104084751,-,1700016H13Rik,950,2,0,0,0,0,0,1,0,0,1,1,-0.93,1,1,0.502995577,1,1,-0.933892828,1,1,RIKEN cDNA 1700016H13 gene
chr11,75813413,75817071,+,1700016K19Rik,923,0,0,0,2,2,0,0,0,0.86,1,1,0.86,1,1,0,1,1,0,0.540771496,0.782309659,RIKEN cDNA 1700016K19 gene
chr9,57100128,57110406,-,1700017B05Rik,4937,560,709,2092,1897,1340,701,688,796,-0.95,6.06E-08,3.63E-07,-0.37,0.004069101,0.028457992,-0.437063305,0.012624566,0.03787207,0.582340387,0.011097156,0.024524335,RIKEN cDNA 1700017B05 gene
chr19,11171305,11205368,-,1700017D01Rik,1201,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700017D01 gene
chr10,100055019,100081025,+,1700017N19Rik,1703,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700017N19 gene
chr8,124054683,124065854,-,1700018B08Rik,1087,0,0,0,4,0,0,0,0,0,0.231203038,0.400265093,0,1,1,0,1,1,0,0.350858759,0.540283432,RIKEN cDNA 1700018B08 gene
chr4,63268124,63283463,-,1700018C11Rik,676,0,0,2,2,0,0,0,0,-0.85,0.16633692,0.304620689,0,1,1,0,1,1,0.846423614,0.290356643,0.463172317,testis expressed 48
chr5,145803858,145806547,+,1700018F24Rik,1124,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700018F24 gene
chr1,53215420,53244461,-,1700019A02Rik,636,7,1,6,2,6,4,0,2,-0.38,1,1,1.6,0.506391426,0.944202243,2.800139423,0.256018759,0.480254739,1.979799957,0.634524507,0.88492256,RIKEN cDNA 1700019A02 gene
chr8,3470861,3487178,+,1700019B03Rik,1622,2,0,0,0,1,2,4,2,0.21,0.282282257,0.473697715,-2,0.183657766,0.504099029,-0.771373992,0.258884961,0.484458209,-2.208262397,0.020234115,0.042614411,testis expressed 45
chr1,52981970,53009684,-,1700019D03Rik,836,2,2,0,0,0,2,4,0,0,0.543435385,0.797485369,-2.23,0.567402532,0.99377759,-0.833578065,1,1,-2.225535004,0.122821855,0.217858335,RIKEN cDNA 1700019D03 gene
chr6,85849043,85854932,-,1700019G17Rik,3282,1018,2555,1123,959,3252,2611,4176,3430,1.22,2.78E-07,1.53E-06,-1.7,6.24E-07,1.25E-05,-2.177676969,1.66E-07,1.44E-06,-2.913513647,4.13E-22,5.02E-21,N-acetyltransferase 8 (GCN5-related) family member 4
chr2,32632932,32639925,-,1700019L03Rik,1684,30,24,69,65,31,29,6,5,-1.48,2.10E-03,6.25E-03,0.8,0.010271002,0.060384036,2.005196499,0.00037756,0.001675159,2.285657688,1.11E-07,4.61E-07,cilia and flagella associated protein 157
chr19,58860292,58868904,-,1700019N19Rik,929,0,0,0,4,0,0,0,0,0,0.23117136,0.400248247,0,1,1,0,1,1,0,0.350829821,0.540283432,RIKEN cDNA 1700019N19 gene
chr1,88322903,88324624,+,1700019O17Rik,1722,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,testis expressed 44
chr2,130230994,130231810,+,1700020A23Rik,736,0,0,4,2,0,4,0,0,-1.52,1,1,0,0.174945836,0.489469295,0,1,1,1.518798282,0.174945836,0.297152197,RIKEN cDNA 1700020A23 gene
chr19,5502768,5503787,-,1700020D05Rik,1020,28,33,43,24,29,16,0,4,-0.86,0.154832766,0.286901091,3.52,0.001661815,0.013560601,4.570376177,3.33E-07,2.72E-06,4.376306363,1.30E-05,4.35E-05,RIKEN cDNA 1700020D05 gene
chr11,83251195,83254734,+,1700020L24Rik,934,17,54,34,28,24,15,14,2,-0.76,0.293260433,0.488879714,-0.55,0.823143801,1,0.044532311,0.023685617,0.065428948,0.216047285,0.194383008,0.325841107,RIKEN cDNA 1700020L24 gene
chrX,67198455,67199155,+,1700020N15Rik,548,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700020N15 gene
chr10,43244926,43260800,-,1700021F05Rik,902,1076,979,683,696,2276,1691,1024,841,1.42,8.04E-10,6.00E-09,-0.18,0.699778294,1,-0.069029223,0.562472545,0.864402986,-1.605917572,9.22E-09,4.22E-08,RIKEN cDNA 1700021F05 gene
chr2,173348092,173354003,+,1700021F07Rik,645,0,0,91,51,0,0,0,0,-5.4,1.48E-16,2.27E-15,0,1,1,0,1,1,5.401868579,6.15E-13,3.95E-12,RIKEN cDNA 1700021F07 gene
chr16,32821787,32868452,-,1700021K19Rik,5363,571,919,1496,1152,1977,1098,777,755,0.09,0.711919315,0.970780078,0.01,0.843362978,1,-0.585585398,0.103403152,0.229455672,-0.075049181,0.571228117,0.809035028,"RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein"
chr4,42982817,42987197,+,1700022I11Rik,3728,4,0,0,0,0,0,0,0,0,1,1,0,1,1,2.148973153,0.260929235,0.487564059,0,1,1,RIKEN cDNA 1700022I11 gene
chr5,77445047,77490547,+,1700023E05Rik,1728,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,theg spermatid protein like
chr11,103060260,103069872,-,1700023F06Rik,1216,0,0,2,2,2,0,0,0,0.01,0.727180102,0.98708516,0.86,1,1,0,1,1,0.846423614,0.286202673,0.459106,RIKEN cDNA 1700023F06 gene
chr14,33189687,33201559,-,1700024G13Rik,401,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700024G13 gene
chr13,99754044,99754520,-,1700024P04Rik,477,0,0,0,0,0,0,1,0,0,1,1,-0.93,1,1,-0.933892828,1,1,-0.933892828,1,1,RIKEN cDNA 1700024P04 gene
chr4,104586060,104689468,+,1700024P16Rik,3156,428,626,1159,953,1075,628,454,511,-0.42,0.064423732,0.134498199,-0.09,0.363146911,0.76641267,-0.22617012,0.462518254,0.770532203,0.330936565,0.357696349,0.548667623,RIKEN cDNA 1700024P16 gene
chr19,11214172,11239810,-,1700025F22Rik,638,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700025F22 gene
chr1,153731653,153937450,-,1700025G04Rik,9760,277,315,1989,1930,501,221,121,105,-2.28,4.35E-24,1.39E-22,0.72,0.025550985,0.122864658,1.04645893,3.76E-05,0.000207883,3.00419803,4.11E-32,1.01E-30,RIKEN cDNA 1700025G04 gene
chr7,90924126,90943349,-,1700026D08Rik,1301,4,0,4,6,2,2,0,0,-0.67,0.315728693,0.520244954,0.64,0.289246635,0.675895908,2.148973153,0.165176213,0.33631463,1.30341634,0.023681805,0.049087152,cilia and flagella associated protein 161
chr2,28547599,28555171,-,1700026L06Rik,676,4,10,22,22,42,6,0,1,0.79,0.862484049,1,4.17,0.001124212,0.009836859,2.029827793,0.02440598,0.067028477,3.381388148,0.000666347,0.001788624,sperm acrosome associated 9
chr5,107963729,107980561,+,1700028K03Rik,3260,255,152,531,402,244,127,50,35,-1.42,2.81E-05,0.000116181,0.94,0.004968179,0.033515379,2.185705632,1.45E-07,1.27E-06,2.359499384,2.75E-11,1.55E-10,RIKEN cDNA 1700028K03 gene
chr19,23633249,23727302,-,1700028P14Rik,874,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700028P14 gene
chr13,97791818,97804317,-,1700029F12Rik,1143,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700029F12 gene
chr8,13550732,13562448,-,1700029H14Rik,1417,3,0,2,0,0,0,0,0,-1.02,0.560331785,0.802150467,0,1,1,1.836747826,0.340497678,0.603367597,1.018392408,1,1,RIKEN cDNA 1700029H14 gene
chr2,92223074,92223760,+,1700029I15Rik,367,111,54,100,68,95,52,19,18,-0.38,0.589167457,0.834232114,0.96,0.132443609,0.407788747,2.353211797,0.001963961,0.007309811,1.343721449,0.040667613,0.08047644,RIKEN cDNA 1700029I15 gene
chr8,47038959,47060606,-,1700029J07Rik,2747,42,28,106,55,41,23,34,12,-1.65,4.33E-03,1.21E-02,-1.02,0.302100457,0.693345312,0.162203386,0.533236304,0.848446645,0.629327079,0.092793933,0.16955193,RIKEN cDNA 1700029J07 gene
chr15,81810969,81811993,+,1700029P11Rik,1025,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700029P11 gene
chr15,99748778,99762089,-,1700030F18Rik,625,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0.881046073,1,1,0,1,1,"family with sequence similarity 186, member A"
chr8,119493498,119502843,-,1700030J22Rik,2974,2,18,12,18,31,18,26,16,1.1,0.439144405,0.680789538,-1.02,0.234126433,0.593164537,-3.434314812,0.056747329,0.137963803,-2.11690303,0.057774165,0.110744935,RIKEN cDNA 1700030J22 gene
chr8,74967778,74984440,+,1700030K09Rik,2435,156,229,356,302,350,222,198,127,-0.34,0.267273153,0.452662008,-0.51,0.472467576,0.906700781,-0.486666334,0.845963865,1,-0.176240149,0.715374708,0.975720888,RIKEN cDNA 1700030K09 gene
chrX,100054525,100061692,-,1700031F05Rik,1367,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700031F05 gene
chr18,52805873,52823385,+,1700034E13Rik,481,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700034E13 gene
chr11,29447949,29478352,+,1700034F02Rik,2197,7,0,9,8,5,1,1,1,-0.7,0.12181092,0.233244277,0.67,1,1,1.894695384,0.288027941,0.5269025,1.373465837,0.103113099,0.186167637,clathrin heavy chain linker domain containing 1
chr6,146899822,146902943,-,1700034J05Rik,2037,6,0,0,0,0,0,0,0,0,1,1,0,1,1,2.6221372,0.164922703,0.33600129,0,1,1,RIKEN cDNA 1700034J05 gene
chr6,41634429,41635716,+,1700034O15Rik,743,0,0,2,0,1,0,0,0,-0.57,1,1,0.45,1,1,0,1,1,1.018392408,1,1,RIKEN cDNA 1700034O15 gene
chr16,3905797,3908689,-,1700037C18Rik,1100,46,23,141,161,72,48,25,12,-1.24,1.21E-03,3.78E-03,0.16,0.18642321,0.509057125,0.725690487,0.207498103,0.404721436,1.398791345,1.47E-05,4.91E-05,RIKEN cDNA 1700037C18 gene
chr2,130972060,130985756,-,1700037H04Rik,1247,265,317,541,575,729,382,340,172,0.12,0.581126182,0.825410858,-0.23,0.8588148,1,-0.500716924,0.733800071,1,-0.357357108,0.462745068,0.687828294,RIKEN cDNA 1700037H04 gene
chr7,52538242,52544363,+,1700039E15Rik,1738,0,6,2,0,7,2,0,2,0.89,0.188441714,0.337238983,1.9,0.583169653,1,0,0.519561273,0.838718743,1.018392408,0.657262002,0.910404632,solute carrier family 6 member 21
chr10,67893703,68004623,-,1700040L02Rik,1246,19,75,38,41,207,101,81,44,2.13,2.36E-04,8.37E-04,0.03,0.637416431,1,-2.236124402,0.111166542,0.243934515,-2.099655654,0.001758892,0.004437808,RIKEN cDNA 1700040L02 gene
chrX,151559523,151582392,-,1700042B14Rik,1059,6,2,2,2,5,6,0,0,0.4,0.235489596,0.406173238,1.25,0.021365455,0.107080692,2.599502249,0.021365455,0.059742873,0.846423614,0.284627151,0.457071241,claudin 34B2
chr4,115845976,115846902,+,1700042G07Rik,394,0,0,2,0,0,0,0,0,-1.02,0.553540915,0.797485369,0,1,1,0,1,1,1.018392408,1,1,RIKEN cDNA 1700042G07 gene
chr12,56225514,56318133,+,1700047I17Rik2,7692,1176,1469,2761,2734,1648,838,280,276,-1.05,2.28E-09,1.63E-08,1.22,1.09E-06,2.09E-05,1.925049185,1.51E-17,5.07E-16,2.275223265,2.32E-25,3.55E-24,RIKEN cDNA 1700047I17 gene 2
chr7,28692410,28714449,-,1700049G17Rik,5162,105,161,155,136,333,143,72,143,0.8,0.187992669,0.336564951,0.89,0.889163581,1,0.402071089,1,1,0.089497973,0.256578419,0.417159819,zinc finger protein 974
chr10,5891400,5913936,-,1700052N19Rik,2295,616,806,881,656,977,697,478,574,-0.17,0.893839845,1,-0.31,0.119843215,0.380174218,0.224608498,0.531435013,0.846798059,-0.136244084,0.090855667,0.166311098,acidic residue methyltransferase 1
chr19,3958807,3970438,+,1700055N04Rik,2009,33,19,170,79,162,52,2,2,-0.36,0.432689545,0.672896863,4.45,7.08E-10,2.38E-08,3.345832692,2.74E-05,0.000156361,4.808272742,1.99E-11,1.14E-10,"aldehyde dehydrogenase 3 family, member B3"
chr1,185856910,185857877,-,1700056E22Rik,968,52,57,178,165,194,113,75,34,-0.18,0.406081686,0.639342754,0.03,0.234095267,0.59315024,-0.662242021,0.494797462,0.813519138,0.208500677,0.045765412,0.089572863,RIKEN cDNA 1700056E22 gene
chr9,92204214,92252714,+,1700057G04Rik,1059,7,0,4,4,0,6,0,2,-1.41,1,1,0,0.830239825,1,2.810478195,0.419761117,0.713990219,1.406537506,0.694431686,0.951904706,RIKEN cDNA 1700057G04 gene
chr17,57015055,57028261,+,1700061G19Rik,2469,3,10,150,131,25,8,2,0,-2.65,5.33E-12,5.02E-11,1.91,0.00254074,0.019195966,0.194000448,0.024968577,0.068355488,4.565335682,7.04E-18,6.45E-17,RIKEN cDNA 1700061G19 gene
chr9,95755968,95758739,-,1700065D16Rik,2772,6,2,18,10,4,6,2,2,-2.25,0.039566864,0.087708309,-0.5,1,1,1.123148943,0.446129932,0.748218201,1.752552217,0.029496707,0.060010809,RIKEN cDNA 1700065D16 gene
chr18,35886642,35890523,+,1700066B19Rik,2506,18,22,34,34,20,2,4,0,-0.74,0.002369076,0.006993826,1.01,0.213245132,0.55790632,1.738811419,0.000573375,0.002442308,1.742435882,6.49E-05,0.000201014,RIKEN cDNA 1700066B19 gene
chr1,57434463,57442266,+,1700066M21Rik,3009,1277,1491,986,850,3304,2925,1325,1728,1.43,1.99E-12,1.96E-11,-0.02,0.802814301,1,-0.193739506,0.067968015,0.161049822,-1.445346374,1.17E-11,6.78E-11,RIKEN cDNA 1700066M21 gene
chr8,86525604,86528669,+,1700067K01Rik,1090,39,32,42,24,23,20,12,17,-1.24,0.156386612,0.289411122,-0.44,0.454585834,0.884731492,1.500100152,0.036033465,0.093618528,0.798366888,0.626367664,0.875227544,RIKEN cDNA 1700067K01 gene
chr17,48226581,48227870,+,1700067P10Rik,797,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700067P10 gene
chr11,81386003,81387041,-,1700071K01Rik,1039,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700071K01 gene
chr6,40870458,40890556,-,1700074P13Rik,1654,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700074P13 gene
chr9,105045673,105047412,-,1700080E11Rik,874,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700080E11 gene
chrX,49321871,49325949,-,1700080O16Rik,1458,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700080O16 gene
chr1,171859069,171864784,+,1700084C01Rik,1444,11,11,8,0,8,8,6,0,-0.63,0.299579816,0.497716105,-0.93,0.615370368,1,0.616983437,0.096938677,0.217182638,-0.297779518,0.830930397,1,coiled-coil domain containing 190
chr15,78965084,78971681,-,1700088E04Rik,1260,202,312,291,213,431,212,109,128,0.25,0.446018636,0.689606354,0.65,0.166201486,0.472875352,0.742023881,0.00292324,0.010397321,0.399476567,0.534074266,0.774947034,RIKEN cDNA 1700088E04 gene
chr19,8815207,8815715,+,1700092M07Rik,382,2,0,0,7,10,2,0,1,2.34,0.901839404,1,2.34,0.299302673,0.688692487,1.436888405,1,1,0,0.273841298,0.442072226,RIKEN cDNA 1700092M07 gene
chr11,23416202,23419942,-,1700093K21Rik,1453,4,0,4,2,5,4,0,0,-0.14,0.696901947,0.955347209,1.38,0.033666678,0.151748178,2.148973153,0.159634073,0.327411161,1.518798282,0.159634073,0.274807101,RIKEN cDNA 1700093K21 gene
chr3,89866717,89872269,+,1700094D03Rik,3101,677,638,713,416,732,325,114,138,-0.27,0.386411012,0.613191663,1.35,0.001068783,0.009455086,2.420318397,6.90E-12,1.17E-10,1.62282816,4.27E-05,0.000134934,RIKEN cDNA 1700094D03 gene
chr2,28811000,28910586,-,1700101E01Rik,1302,0,2,8,0,17,5,2,6,0.53,0.286567146,0.479572296,1.5,0.824489274,1,-1.43647769,0.184364681,0.368354874,0.970014128,0.419128868,0.630946683,cilia and flagella associated protein 77
chr9,108295164,108300098,+,1700102P08Rik,1102,55,75,31,16,20,13,1,12,-0.95,0.255271333,0.435541134,2.21,0.641627908,1,4.71947201,8.57E-08,7.74E-07,3.158058766,0.138155744,0.241717947,RIKEN cDNA 1700102P08 gene
chr11,88107544,88108763,+,1700106J16Rik,1220,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,coiled-coil domain containing 182
chr5,3571715,3584341,+,1700109H08Rik,721,57,67,94,82,112,50,17,18,-0.02,0.410045494,0.644361166,1.37,0.004923422,0.033319839,1.54639534,0.000157307,0.000755959,1.386951377,0.000401345,0.001111181,RIKEN cDNA 1700109H08 gene
chr14,22838933,23875310,+,1700112E06Rik,918,182,167,180,221,237,162,22,14,0.1,0.691159453,0.948762298,2.02,1.13E-09,3.63E-08,2.84025369,2.01E-13,4.13E-12,1.926051835,1.80E-10,9.48E-10,leucine rich melanocyte differentiation associated
chr10,86520790,86693344,+,1700113H08Rik,1349,2,1,49,31,0,1,0,0,-4.54,1.14E-11,1.05E-10,0,1,1,1.413132987,0.265687105,0.494519328,4.537705854,1.45E-09,7.07E-09,RIKEN cDNA 1700113H08 gene
chr17,48173694,48175243,-,1700122O11Rik,774,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700122O11 gene
chr19,6184409,6224219,+,1700123I01Rik,1624,2,11,41,43,9,2,0,0,-2.01,1.34E-06,6.72E-06,2.21,0.025324278,0.122077622,1.253894685,0.003126978,0.01103081,4.217482399,4.19E-09,1.97E-08,membrane anchored junction protein
chr5,139003067,139005922,-,1700123K08Rik,1053,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700123K08 gene
chr14,55305007,55309579,+,1700123O20Rik,1891,2151,1979,2201,2151,3427,2513,1437,1495,0.32,0.110331029,0.214630583,-0.08,0.94111053,1,0.441008618,0.3071498,0.554334189,-0.406479725,0.1297331,0.228720774,RIKEN cDNA 1700123O20 gene
chr11,84984597,84994656,+,1700125H20Rik,981,0,2,2,3,0,0,0,0,-0.77,0.097861073,0.193425016,0,1,1,0,0.526397964,0.843440945,0.769986353,0.165542393,0.283111724,RIKEN cDNA 1700125H20 gene
chr14,59751876,59761730,-,1700129C05Rik,1072,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1700129C05 gene
chr19,8963392,8965230,+,1810009A15Rik,619,2173,1514,2172,2311,1664,1231,857,869,-0.7,0.009522176,0.02458291,-0.38,0.371744694,0.777331234,1.20092241,0.003200932,0.011266041,0.318801031,0.089725962,0.164606202,RIKEN cDNA 1810009A15 gene
chr6,40914770,40918426,+,1810009J06Rik,861,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,RIKEN cDNA 1810009J06 gene
chr11,106889536,106891756,+,1810010H24Rik,1102,104,147,370,269,339,213,108,122,-0.44,0.239623971,0.412324974,0.31,0.418725595,0.838967396,-0.194975059,0.549709089,0.860117927,0.755551715,0.049862378,0.096760326,RIKEN cDNA 1810010H24 gene
chr14,33599148,33631154,+,1810011H11Rik,1478,407,585,2659,1947,406,123,42,29,-2.99,8.19E-23,2.36E-21,1.93,9.56E-07,1.85E-05,3.095391233,2.02E-21,1.00E-19,4.921656128,2.41E-40,1.07E-38,RIKEN cDNA 1810011H11 gene
chr8,25548087,25549418,-,1810011O10Rik,1332,2634,3829,3644,2207,1996,1135,1048,439,-1.18,1.17E-03,3.65E-03,-0.41,0.932552609,1,1.186565762,1.79E-08,1.81E-07,0.776418948,0.000898707,0.002364268,RIKEN cDNA 1810011O10 gene
chr16,8830192,8859017,+,1810013L24Rik,4078,1062,1591,2278,1890,4214,2981,1012,1118,0.57,0.000388442,0.001323857,0.72,0.000124686,0.001435122,-0.0717028,0.969400199,1,0.149548084,0.756107011,1,RIKEN cDNA 1810013L24 gene
chr3,14606288,14611256,-,1810022K09Rik,405,1149,631,862,874,353,230,181,163,-1.59,4.19E-07,2.26E-06,-0.37,0.441752342,0.868334976,2.519078034,4.67E-10,6.06E-09,1.222160459,1.91E-05,6.32E-05,RIKEN cDNA 1810022K09 gene
chr2,127012090,127034016,-,1810024B03Rik,1268,57,40,56,46,57,52,36,29,-0.35,0.973455582,1,-0.73,0.626330256,1,0.519770312,0.473963186,0.786048985,-0.371541709,0.557746686,0.793367179,RIKEN cDNA 1810024B03 gene
chr9,21397165,21400414,+,1810026J23Rik,3172,1381,2133,1331,1335,3351,2496,1992,2263,1.02,1.22E-06,6.17E-06,-0.59,0.010164404,0.059924089,-0.669374564,0.005412358,0.017894892,-1.602778648,2.73E-13,1.80E-12,translocase of inner mitochondrial membrane 29
chrX,12232009,12250672,-,1810030O07Rik,2579,437,752,1472,1335,1114,612,307,365,-0.71,0.000304208,0.001057718,0.52,0.193491974,0.522089107,0.366047443,0.035961974,0.093474586,1.237374444,1.26E-06,4.70E-06,RIKEN cDNA 1810030O07 gene
chr3,122627314,122629112,+,1810037I17Rik,978,2591,1880,3638,3492,3333,2156,1038,787,-0.44,0.060999847,0.128583803,0.35,0.035973317,0.158878733,1.17800093,0.000129997,0.000637909,0.78678794,8.31E-05,0.000253872,RIKEN cDNA 1810037I17 gene
chr15,84209632,84277527,-,1810041L15Rik,5922,4,4,2,4,4,8,4,2,0.14,0.336507861,0.546884103,-1.37,1,1,-0.115702548,1,1,-1.511047532,0.456146287,0.679018684,RIKEN cDNA 1810041L15 gene
chr10,77441394,77448183,+,1810043G02Rik,1703,338,355,738,746,870,535,310,289,-0.07,0.337775963,0.548599719,0.15,0.384476589,0.795162047,-0.015414064,0.755083737,1,0.226100279,0.069511656,0.130803642,RIKEN cDNA 1810043G02 gene
chr11,119960247,119961738,+,1810043H04Rik,497,1064,900,843,946,1312,1093,956,896,0.32,0.201670358,0.357363257,-0.88,0.022064909,0.10975781,0.014166478,0.491098991,0.808467844,-1.204804711,0.000393157,0.001089289,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 8
chr9,51097790,51137022,-,1810046K07Rik,1323,43,68,22,8,147,109,192,105,2.17,1.70E-10,1.36E-09,-1.72,0.002623009,0.019721365,-2.279931345,3.58E-05,0.00019905,-3.896277603,2.99E-18,2.83E-17,RIKEN cDNA 1810046K07 gene
chr19,3708332,3717881,+,1810055G02Rik,1886,636,913,869,736,3483,2231,1102,611,1.69,3.25E-11,2.82E-10,0.32,0.004963405,0.033509145,-0.933987881,0.075544183,0.176234371,-1.362188587,9.05E-05,0.000275469,RIKEN cDNA 1810055G02 gene
chr3,36374858,36381221,+,1810062G17Rik,914,53,55,76,53,114,56,16,20,0.27,0.511357039,0.770333674,1.47,0.005692597,0.037466992,1.533854941,0.002506024,0.009081852,1.198891202,0.035269549,0.070666808,RIKEN cDNA 1810062G17 gene
chr11,58234612,58239525,+,1810065E05Rik,931,0,4,0,0,0,0,0,0,0,1,1,0,1,1,0,0.360724281,0.630539313,0,1,1,RIKEN cDNA 1810065E05 gene
chr10,39640187,39646729,-,2010001E11Rik,2289,2,4,3,2,0,2,14,21,-1.22,0.482940741,0.735343171,-3.75,2.60E-08,6.66E-07,-2.391920342,8.59E-05,0.000439099,-2.527463586,1.13E-06,4.24E-06,major facilitator superfamily domain containing 4B2
chr19,34691540,34715233,-,2010002M12Rik,3368,28,36,236,174,30,18,26,12,-3.18,1.44E-14,1.77E-13,-1.07,0.139655552,0.422383528,-0.048730674,0.331493224,0.590156468,2.107532024,2.05E-09,9.87E-09,interferon induced protein with tetratricopeptide repeats 1B like 2
chr19,4496787,4498583,-,2010003K11Rik,1169,631,786,1128,1201,4778,3312,546,436,1.77,4.49E-10,3.45E-09,1.79,1.18E-13,7.34E-12,0.067015945,0.386292454,0.666426889,0.022467413,0.188731546,0.317397868,RIKEN cDNA 2010003K11 gene
chr16,36221647,36257513,+,2010005H15Rik,533,25,5,682,707,0,1,0,0,-8.23,5.11E-28,2.24E-26,0,1,1,4.463102009,4.04E-06,2.71E-05,8.23443994,1.06E-25,1.64E-24,RIKEN cDNA 2010005H15 gene
chr19,46764395,46777872,+,2010012O05Rik,2181,544,565,747,684,1054,751,322,398,0.18,0.365734012,0.585981278,0.37,0.214647932,0.56011879,0.615285481,0.18528995,0.369911385,0.191696841,0.732521231,0.994845336,BLOC-1 related complex subunit 7
chrX,109608882,109671952,+,2010106E10Rik,1294,0,0,0,0,0,0,2,0,0,1,1,-1.5,0.345952851,0.745149372,-1.502451638,0.563968567,0.864402986,-1.502451638,0.345952851,0.534743998,RIKEN cDNA 2010106E10 gene
chr12,113199586,113205188,-,2010107E04Rik,369,22528,11923,11292,11567,12990,10281,6026,5393,-0.11,0.846334169,1,-0.23,0.914505241,1,1.761314189,0.000123173,0.000607758,-0.115296176,0.763230304,1,RIKEN cDNA 2010107E04 gene
chr6,34895294,34927999,-,2010107G12Rik,2166,0,2,24,16,6,4,2,0,-1.97,0.002128895,0.006333273,0.1,0.400641331,0.816101721,-1.502451638,1,1,2.070324407,0.000681252,0.001825469,solute carrier family 23 member 4
chr10,61570403,61573761,-,2010107G23Rik,1735,77,59,37,72,232,169,155,83,2.41,2.69E-04,9.47E-04,-0.76,0.583121201,1,-1.131505961,0.023093679,0.063953419,-3.176709651,4.07E-05,0.00012917,RIKEN cDNA 2010107G23 gene
chr5,93635543,93642500,+,2010109A12Rik,551,18,8,14,2,17,11,14,2,-0.24,0.450353924,0.694836575,-0.99,0.876214961,1,0.216901184,0.652860968,0.96763322,-0.748969393,0.339865938,0.528574208,RIKEN cDNA 2010109A12 gene
chr15,74708765,74712134,-,2010109I03Rik,1890,6,8,24,18,34,8,0,2,0.3,0.715703053,0.974967113,3.85,0.001673682,0.013643065,2.545471599,0.024643166,0.067594572,3.552625152,0.000788203,0.002092511,RIKEN cDNA 2010109I03 gene
chr13,63116293,63400964,+,2010111I01Rik,3524,413,539,574,349,920,519,269,257,0.36,0.037712086,0.084086048,0.44,0.108609117,0.356105513,0.475276517,0.029490875,0.07884136,0.07928948,0.656532214,0.909556403,RIKEN cDNA 2010111I01 gene
chr1,37668520,37776656,-,2010300C02Rik,4371,23,26,116,89,29,7,14,6,-2.07,2.14E-08,1.36E-07,-0.13,0.690654489,1,0.526186549,0.081157515,0.186853641,1.938288068,1.88E-06,6.88E-06,RIKEN cDNA 2010300C02 gene
chr7,30032539,30033486,-,2200002D01Rik,511,2053,1270,1450,1693,2557,1770,925,402,0.51,0.379020414,0.603441421,0.13,0.073970142,0.271355721,1.008056681,0.005582414,0.018399561,-0.376060284,0.360855961,0.552930213,RIKEN cDNA 2200002D01 gene
