Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type,Ensembl ID,Uniprot ID
Acot1,current symbol,MGI:1349396,Acot1,acyl-CoA thioesterase 1,protein coding gene,ENSMUSG00000072949,O55137
Acot10,current symbol,MGI:1928940,Acot10,acyl-CoA thioesterase 10,protein coding gene,ENSMUSG00000047565,Q32MW3
Acot11,current symbol,MGI:1913736,Acot11,acyl-CoA thioesterase 11,protein coding gene,ENSMUSG00000034853,Q8VHQ9
Acot12,current symbol,MGI:1921406,Acot12,acyl-CoA thioesterase 12,protein coding gene,ENSMUSG00000021620,Q9DBK0
Acot13,current symbol,MGI:1914084,Acot13,acyl-CoA thioesterase 13,protein coding gene,ENSMUSG00000006717,Q9CQR4
Acot2,current symbol,MGI:2159605,Acot2,acyl-CoA thioesterase 2,protein coding gene,ENSMUSG00000021226,Q9QYR9
Acot3,current symbol,MGI:2159619,Acot3,acyl-CoA thioesterase 3,protein coding gene,ENSMUSG00000021228,Q9QYR7
Acot4,chicken symbol,MGI:2159605,Acot2,acyl-CoA thioesterase 2,protein coding gene,ENSMUSG00000021226,Q9QYR9
Acot5,current symbol,MGI:2384969,Acot5,acyl-CoA thioesterase 5,protein coding gene,ENSMUSG00000042540,Q6Q2Z6
Acot6,current symbol,MGI:1921287,Acot6,acyl-CoA thioesterase 6,protein coding gene,ENSMUSG00000043487,Q32Q92
Acot7,current symbol,MGI:1917275,Acot7,acyl-CoA thioesterase 7,protein coding gene,ENSMUSG00000028937,Q91V12
Acot8,current symbol,MGI:2158201,Acot8,acyl-CoA thioesterase 8,protein coding gene,ENSMUSG00000017307,P58137
Acot9,current symbol,MGI:1928939,Acot9,acyl-CoA thioesterase 9,protein coding gene,ENSMUSG00000025287,Q9R0X4
Acox1,current symbol,MGI:1330812,Acox1,"acyl-Coenzyme A oxidase 1, palmitoyl",protein coding gene,ENSMUSG00000020777,Q9R0H0
Acox2,current symbol,MGI:1934852,Acox2,"acyl-Coenzyme A oxidase 2, branched chain",protein coding gene,ENSMUSG00000021751,Q9QXD1
Acox3,current symbol,MGI:1933156,Acox3,"acyl-Coenzyme A oxidase 3, pristanoyl",protein coding gene,ENSMUSG00000029098,Q9EPL9
Acoxl,current symbol,MGI:1921371,Acoxl,acyl-Coenzyme A oxidase-like,protein coding gene,ENSMUSG00000027380,Q9DBS4
Acp1,current symbol,MGI:87881,Acp1,"acid phosphatase 1, soluble",protein coding gene,ENSMUSG00000044573,Q9D358
Acp2,current symbol,MGI:87882,Acp2,"acid phosphatase 2, lysosomal",protein coding gene,ENSMUSG00000002103,P24638
Acp5,current symbol,MGI:87883,Acp5,"acid phosphatase 5, tartrate resistant",protein coding gene,ENSMUSG00000001348,Q05117
Acp6,current symbol,MGI:1931010,Acp6,"acid phosphatase 6, lysophosphatidic",protein coding gene,ENSMUSG00000028093,Q8BP40
Acpp,current symbol,MGI:1928480,Acpp,"acid phosphatase, prostate",protein coding gene,ENSMUSG00000032561,Q8CE08
Acpt,current symbol,MGI:3644563,Acpt,"acid phosphatase, testicular",protein coding gene,ENSMUSG00000012777,D3YTS9
Acr,current symbol,MGI:87884,Acr,acrosin prepropeptide,protein coding gene,ENSMUSG00000022622,P23578
Acrbp,current symbol,MGI:1859515,Acrbp,proacrosin binding protein,protein coding gene,ENSMUSG00000072770,Q3V140
Acrv1,current symbol,MGI:104590,Acrv1,acrosomal vesicle protein 1,protein coding gene,ENSMUSG00000032110,P50289
Acsbg1,current symbol,MGI:2385656,Acsbg1,acyl-CoA synthetase bubblegum family member 1,protein coding gene,ENSMUSG00000032281,Q99PU5
Acsbg2,current symbol,MGI:3587728,Acsbg2,acyl-CoA synthetase bubblegum family member 2,protein coding gene,ENSMUSG00000024207,Q2XU92
Acsf2,current symbol,MGI:2388287,Acsf2,acyl-CoA synthetase family member 2,protein coding gene,ENSMUSG00000076435,Q8VCW8
Acsf3,current symbol,MGI:2182591,Acsf3,acyl-CoA synthetase family member 3,protein coding gene,ENSMUSG00000015016,Q3URE1
Acsl1,current symbol,MGI:102797,Acsl1,acyl-CoA synthetase long-chain family member 1,protein coding gene,ENSMUSG00000018796,P41216
Acsl3,current symbol,MGI:1921455,Acsl3,acyl-CoA synthetase long-chain family member 3,protein coding gene,ENSMUSG00000032883,Q9CZW4
Acsl4,current symbol,MGI:1354713,Acsl4,acyl-CoA synthetase long-chain family member 4,protein coding gene,ENSMUSG00000031278,Q9QUJ7
Acsl5,current symbol,MGI:1919129,Acsl5,acyl-CoA synthetase long-chain family member 5,protein coding gene,ENSMUSG00000024981,Q8JZR0
Acsl6,current symbol,MGI:894291,Acsl6,acyl-CoA synthetase long-chain family member 6,protein coding gene,ENSMUSG00000020333,Q91WC3
Acsm1,current symbol,MGI:2152200,Acsm1,acyl-CoA synthetase medium-chain family member 1,protein coding gene,ENSMUSG00000033533,Q91VA0
Acsm2,current symbol,MGI:2385289,Acsm2,acyl-CoA synthetase medium-chain family member 2,protein coding gene,ENSMUSG00000030945,Q8K0L3
Acsm3,current symbol,MGI:99538,Acsm3,acyl-CoA synthetase medium-chain family member 3,protein coding gene,ENSMUSG00000030935,Q3UNX5
Acsm4,current symbol,MGI:2681844,Acsm4,acyl-CoA synthetase medium-chain family member 4,protein coding gene,ENSMUSG00000047026,Q80W40
Acsm5,current symbol,MGI:2444086,Acsm5,acyl-CoA synthetase medium-chain family member 5,protein coding gene,ENSMUSG00000030972,Q8BGA8
Acss1,current symbol,MGI:1915988,Acss1,acyl-CoA synthetase short-chain family member 1,protein coding gene,ENSMUSG00000027452,Q99NB1
Acss2,current symbol,MGI:1890410,Acss2,acyl-CoA synthetase short-chain family member 2,protein coding gene,ENSMUSG00000027605,Q9QXG4
Acss3,current symbol,MGI:2685720,Acss3,acyl-CoA synthetase short-chain family member 3,protein coding gene,ENSMUSG00000035948,Q14DH7
Acta1,current symbol,MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",protein coding gene,ENSMUSG00000031972,P68134
Acta2,current symbol,MGI:87909,Acta2,"actin, alpha 2, smooth muscle, aorta",protein coding gene,ENSMUSG00000035783,P62737
Actb,current symbol,MGI:87904,Actb,"actin, beta",protein coding gene,ENSMUSG00000029580,P60710
Actbl2,current symbol,MGI:2444552,Actbl2,"actin, beta-like 2",protein coding gene,ENSMUSG00000055194,Q8BFZ3
Actc1,current symbol,MGI:87905,Actc1,"actin, alpha, cardiac muscle 1",protein coding gene,ENSMUSG00000068614,P68033
Actg1,current symbol,MGI:87906,Actg1,"actin, gamma, cytoplasmic 1",protein coding gene,ENSMUSG00000062825,P63260
Actg2,current symbol,MGI:104589,Actg2,"actin, gamma 2, smooth muscle, enteric",protein coding gene,ENSMUSG00000059430,P63268
Actl6a,current symbol,MGI:1861453,Actl6a,actin-like 6A,protein coding gene,ENSMUSG00000027671,Q9Z2N8
Actl6b,current symbol,MGI:1933548,Actl6b,actin-like 6B,protein coding gene,ENSMUSG00000029712,Q99MR0
Actl7a,current symbol,MGI:1343051,Actl7a,actin-like 7a,protein coding gene,ENSMUSG00000070979,Q9QY84
Actl7b,current symbol,MGI:1343053,Actl7b,actin-like 7b,protein coding gene,ENSMUSG00000070980,Q9QY83
Actl9,current symbol,MGI:1916731,Actl9,actin-like 9,protein coding gene,ENSMUSG00000092519,Q8CG27
Actn1,current symbol,MGI:2137706,Actn1,"actinin, alpha 1",protein coding gene,ENSMUSG00000015143,Q7TPR4
Actn2,current symbol,MGI:109192,Actn2,actinin alpha 2,protein coding gene,ENSMUSG00000052374,Q9JI91
Actn3,current symbol,MGI:99678,Actn3,actinin alpha 3,protein coding gene,ENSMUSG00000006457,O88990
Actn4,current symbol,MGI:1890773,Actn4,actinin alpha 4,protein coding gene,ENSMUSG00000054808,P57780
Actr10,current symbol,MGI:1891654,Actr10,ARP10 actin-related protein 10,protein coding gene,ENSMUSG00000021076,Q9QZB7
Actr1a,current symbol,MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",protein coding gene,ENSMUSG00000025228,P61164
Actr1b,current symbol,MGI:1917446,Actr1b,"ARP1 actin-related protein 1B, centractin beta",protein coding gene,ENSMUSG00000037351,Q8R5C5
Actr2,current symbol,MGI:1913963,Actr2,ARP2 actin-related protein 2,protein coding gene,ENSMUSG00000020152,P61161
Actr3,current symbol,MGI:1921367,Actr3,ARP3 actin-related protein 3,protein coding gene,ENSMUSG00000026341,Q99JY9
Actr3b,current symbol,MGI:2661120,Actr3b,ARP3 actin-related protein 3B,protein coding gene,ENSMUSG00000056367,Q641P0
Actr5,current symbol,MGI:1924748,Actr5,ARP5 actin-related protein 5,protein coding gene,ENSMUSG00000037761,Q80US4
Actr6,current symbol,MGI:1914269,Actr6,ARP6 actin-related protein 6,protein coding gene,ENSMUSG00000019948,Q9D864
Actr8,current symbol,MGI:1860775,Actr8,ARP8 actin-related protein 8,protein coding gene,ENSMUSG00000015971,Q8R2S9
Actrt1,current symbol,MGI:1920610,Actrt1,actin-related protein T1,protein coding gene,ENSMUSG00000046615,Q9D9J3
Actrt2,current symbol,MGI:1920603,Actrt2,actin-related protein T2,protein coding gene,ENSMUSG00000051276,Q9D9L5
Acvr1,current symbol,MGI:87911,Acvr1,"activin A receptor, type 1",protein coding gene,ENSMUSG00000026836,P37172
Acvr1b,current symbol,MGI:1338944,Acvr1b,"activin A receptor, type 1B",protein coding gene,ENSMUSG00000000532,Q61271
Acvr1c,current symbol,MGI:2661081,Acvr1c,"activin A receptor, type IC",protein coding gene,ENSMUSG00000026834,Q8K348
Acvr2a,current symbol,MGI:102806,Acvr2a,activin receptor IIA,protein coding gene,ENSMUSG00000052155,P27038
Acvr2b,current symbol,MGI:87912,Acvr2b,activin receptor IIB,protein coding gene,ENSMUSG00000061393,P27040
Acvrl1,current symbol,MGI:1338946,Acvrl1,"activin A receptor, type II-like 1",protein coding gene,ENSMUSG00000000530,Q61288
Acy1,current symbol,MGI:87913,Acy1,aminoacylase 1,protein coding gene,ENSMUSG00000023262,Q99JW2
Acy3,current symbol,MGI:1918920,Acy3,aspartoacylase (aminoacylase) 3,protein coding gene,ENSMUSG00000024866,Q91XE4
Acyp1,current symbol,MGI:1913454,Acyp1,"acylphosphatase 1, erythrocyte (common) type",protein coding gene,ENSMUSG00000008822,P56376
Acyp2,current symbol,MGI:1922822,Acyp2,"acylphosphatase 2, muscle type",protein coding gene,ENSMUSG00000060923,P56375
Ada,current symbol,MGI:87916,Ada,adenosine deaminase,protein coding gene,ENSMUSG00000017697,P03958
Adad1,current symbol,MGI:103258,Adad1,adenosine deaminase domain containing 1 (testis specific),protein coding gene,ENSMUSG00000027719,Q5SUE7
Adad2,current symbol,MGI:1923023,Adad2,adenosine deaminase domain containing 2,protein coding gene,ENSMUSG00000024266,Q9D5P4
Adal,current symbol,MGI:1923144,Adal,adenosine deaminase-like,protein coding gene,ENSMUSG00000027259,Q80SY6
Adam10,current symbol,MGI:109548,Adam10,a disintegrin and metallopeptidase domain 10,protein coding gene,ENSMUSG00000054693,O35598
Adam11,current symbol,MGI:1098667,Adam11,a disintegrin and metallopeptidase domain 11,protein coding gene,ENSMUSG00000020926,Q9R1V4
Adam12,current symbol,MGI:105378,Adam12,a disintegrin and metallopeptidase domain 12 (meltrin alpha),protein coding gene,ENSMUSG00000054555,Q61824
Adam15,current symbol,MGI:1333882,Adam15,a disintegrin and metallopeptidase domain 15 (metargidin),protein coding gene,ENSMUSG00000028041,O88839
Adam17,current symbol,MGI:1096335,Adam17,a disintegrin and metallopeptidase domain 17,protein coding gene,ENSMUSG00000052593,Q9Z0F8
Adam18,current symbol,MGI:105986,Adam18,a disintegrin and metallopeptidase domain 18,protein coding gene,ENSMUSG00000031552,Q9R157
Adam19,current symbol,MGI:105377,Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta),protein coding gene,ENSMUSG00000011256,O35674
Adam1a,current symbol,MGI:2429504,Adam1a,a disintegrin and metallopeptidase domain 1a,protein coding gene,ENSMUSG00000072647,Q60813
Adam1b,current symbol,MGI:2429506,Adam1b,a disintegrin and metallopeptidase domain 1b,protein coding gene,ENSMUSG00000062438,Q8R534
Adam2,current symbol,MGI:1340894,Adam2,a disintegrin and metallopeptidase domain 2,protein coding gene,ENSMUSG00000022039,Q60718
Adam21,current symbol,MGI:1861229,Adam21,a disintegrin and metallopeptidase domain 21,protein coding gene,ENSMUSG00000008438,Q9JI76
Adam22,current symbol,MGI:1340046,Adam22,a disintegrin and metallopeptidase domain 22,protein coding gene,ENSMUSG00000040537,Q9R1V6
Adam23,current symbol,MGI:1345162,Adam23,a disintegrin and metallopeptidase domain 23,protein coding gene,ENSMUSG00000025964,Q9R1V7
Adam24,current symbol,MGI:105984,Adam24,a disintegrin and metallopeptidase domain 24 (testase 1),protein coding gene,ENSMUSG00000046723,Q9R160
Adam25,current symbol,MGI:1345157,Adam25,a disintegrin and metallopeptidase domain 25 (testase 2),protein coding gene,ENSMUSG00000071937,Q9R159
Adam26a,current symbol,MGI:105985,Adam26a,a disintegrin and metallopeptidase domain 26A (testase 3),protein coding gene,ENSMUSG00000048516,Q9R158
Adam26b,current symbol,MGI:3588304,Adam26b,a disintegrin and metallopeptidase domain 26B,protein coding gene,ENSMUSG00000063900,Q6IMH6
Adam28,current symbol,MGI:105988,Adam28,a disintegrin and metallopeptidase domain 28,protein coding gene,ENSMUSG00000014725,Q9JLN6
Adam29,current symbol,MGI:2676326,Adam29,a disintegrin and metallopeptidase domain 29,protein coding gene,ENSMUSG00000046258,Q811Q4
Adam3,current symbol,MGI:102518,Adam3,a disintegrin and metallopeptidase domain 3 (cyritestin),protein coding gene,ENSMUSG00000031553,E9PYS3
Adam30,current symbol,MGI:1918328,Adam30,a disintegrin and metallopeptidase domain 30,protein coding gene,ENSMUSG00000043468,Q811Q3
Adam32,current symbol,MGI:2653822,Adam32,a disintegrin and metallopeptidase domain 32,protein coding gene,ENSMUSG00000037437,Q8K410
Adam33,current symbol,MGI:1341813,Adam33,a disintegrin and metallopeptidase domain 33,protein coding gene,ENSMUSG00000027318,Q923W9
Adam34,current symbol,MGI:2181992,Adam34,a disintegrin and metallopeptidase domain 34,protein coding gene,ENSMUSG00000079058,A2RSG8
Adam39,current symbol,MGI:3045694,Adam39,a disintegrin and metallopeptidase domain 39,protein coding gene,ENSMUSG00000054033,Q7M762
Adam4,current symbol,MGI:104731,Adam4,a disintegrin and metallopeptidase domain 4,protein coding gene,ENSMUSG00000072972,Q60815
Adam5,current symbol,MGI:104730,Adam5,a disintegrin and metallopeptidase domain 5,protein coding gene,ENSMUSG00000031554,Q3TTE0
Adam6a,current symbol,MGI:2676316,Adam6a,a disintegrin and metallopeptidase domain 6A,protein coding gene,ENSMUSG00000043945,B2RSY5
Adam6b,current symbol,MGI:2444636,Adam6b,a disintegrin and metallopeptidase domain 6B,protein coding gene,ENSMUSG00000051804,Q14DT8
Adam7,"frog, western clawed symbol",MGI:105988,Adam28,a disintegrin and metallopeptidase domain 28,protein coding gene,ENSMUSG00000014725,Q9JLN6
Adam8,current symbol,MGI:107825,Adam8,a disintegrin and metallopeptidase domain 8,protein coding gene,ENSMUSG00000025473,Q05910
Adam9,current symbol,MGI:105376,Adam9,a disintegrin and metallopeptidase domain 9 (meltrin gamma),protein coding gene,ENSMUSG00000031555,Q61072
Adamdec1,current symbol,MGI:1917650,Adamdec1,"ADAM-like, decysin 1",protein coding gene,ENSMUSG00000022057,Q9R0X2
Adamts1,current symbol,MGI:109249,Adamts1,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1",protein coding gene,ENSMUSG00000022893,P97857
Adamts12,current symbol,MGI:2146046,Adamts12,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12",protein coding gene,ENSMUSG00000047497,Q811B3
Adamts13,current symbol,MGI:2685556,Adamts13,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13",protein coding gene,ENSMUSG00000014852,Q769J6
Adamts14,current symbol,MGI:2179942,Adamts14,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14",protein coding gene,ENSMUSG00000059901,B2RXR8
Adamts15,current symbol,MGI:2449569,Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15",protein coding gene,ENSMUSG00000033453,P59384
Adamts16,current symbol,MGI:2429637,Adamts16,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16",protein coding gene,ENSMUSG00000049538,Q69Z28
Adamts17,current symbol,MGI:3588195,Adamts17,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17",protein coding gene,ENSMUSG00000058145,A0A140LJ54
Adamts18,current symbol,MGI:2442600,Adamts18,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18",protein coding gene,ENSMUSG00000053399,Q4VC17
Adamts19,current symbol,MGI:2442875,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19",protein coding gene,ENSMUSG00000053441,P59509
Adamts2,current symbol,MGI:1347356,Adamts2,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2",protein coding gene,ENSMUSG00000036545,Q8C9W3
Adamts20,current symbol,MGI:2660628,Adamts20,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20",protein coding gene,ENSMUSG00000022449,P59511
Adamts3,current symbol,MGI:3045353,Adamts3,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3",protein coding gene,ENSMUSG00000043635,B2RY45
Adamts4,current symbol,MGI:1339949,Adamts4,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",protein coding gene,ENSMUSG00000006403,Q8BNJ2
Adamts5,current symbol,MGI:1346321,Adamts5,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)",protein coding gene,ENSMUSG00000022894,Q9R001
Adamts6,current symbol,MGI:1347348,Adamts6,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6",protein coding gene,ENSMUSG00000046169,D3Z1A5
Adamts7,current symbol,MGI:1347346,Adamts7,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7",protein coding gene,ENSMUSG00000032363,Q68SA9
Adamts8,current symbol,MGI:1353468,Adamts8,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8",protein coding gene,ENSMUSG00000031994,P57110
Adamts9,current symbol,MGI:1916320,Adamts9,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9",protein coding gene,ENSMUSG00000030022,E9PUN6
Adamtsl1,current symbol,MGI:1924989,Adamtsl1,ADAMTS-like 1,protein coding gene,ENSMUSG00000066113,Q8BLI0
Adamtsl2,current symbol,MGI:1925044,Adamtsl2,ADAMTS-like 2,protein coding gene,ENSMUSG00000036040,Q7TSK7
Adamtsl3,current symbol,MGI:3028499,Adamtsl3,ADAMTS-like 3,protein coding gene,ENSMUSG00000070469,G3UWL5
Adamtsl4,current symbol,MGI:2389008,Adamtsl4,ADAMTS-like 4,protein coding gene,ENSMUSG00000015850,Q80T21
Adap1,current symbol,MGI:2442201,Adap1,ArfGAP with dual PH domains 1,protein coding gene,ENSMUSG00000056413,B7ZMY4
Adap2,current symbol,MGI:2663075,Adap2,ArfGAP with dual PH domains 2,protein coding gene,ENSMUSG00000020709,Q8R2V5
Adar,current symbol,MGI:1889575,Adar,"adenosine deaminase, RNA-specific",protein coding gene,ENSMUSG00000027951,Q99MU3
Adarb1,current symbol,MGI:891999,Adarb1,"adenosine deaminase, RNA-specific, B1",protein coding gene,ENSMUSG00000020262,Q91ZS8
Adat1,current symbol,MGI:1353631,Adat1,"adenosine deaminase, tRNA-specific 1",protein coding gene,ENSMUSG00000031949,Q9JHI2
Adat2,current symbol,MGI:1914007,Adat2,"adenosine deaminase, tRNA-specific 2",protein coding gene,ENSMUSG00000019808,Q6P6J0
Adat3,current symbol,MGI:1924344,Adat3,"adenosine deaminase, tRNA-specific 3",protein coding gene,ENSMUSG00000035370,Q6PAT0
Adck1,current symbol,MGI:1919363,Adck1,aarF domain containing kinase 1,protein coding gene,ENSMUSG00000021044,Q9D0L4
Adck2,current symbol,MGI:1889336,Adck2,aarF domain containing kinase 2,protein coding gene,ENSMUSG00000046947,Q6NSR3
Adck3,old symbol,MGI:1914676,Coq8a,coenzyme Q8A,protein coding gene,ENSMUSG00000026489,Q60936
Adck4,old symbol,MGI:1924139,Coq8b,coenzyme Q8B,protein coding gene,ENSMUSG00000003762,Q566J8
Adck5,current symbol,MGI:2679274,Adck5,aarF domain containing kinase 5,protein coding gene,ENSMUSG00000022550,Q80V03
Adcy1,current symbol,MGI:99677,Adcy1,adenylate cyclase 1,protein coding gene,ENSMUSG00000020431,O88444
Adcy10,current symbol,MGI:2660854,Adcy10,adenylate cyclase 10,protein coding gene,ENSMUSG00000026567,Q8C0T9
Adcy2,current symbol,MGI:99676,Adcy2,adenylate cyclase 2,protein coding gene,ENSMUSG00000021536,Q80TL1
Adcy3,current symbol,MGI:99675,Adcy3,adenylate cyclase 3,protein coding gene,ENSMUSG00000020654,Q8VHH7
Adcy4,current symbol,MGI:99674,Adcy4,adenylate cyclase 4,protein coding gene,ENSMUSG00000022220,Q91WF3
Adcy5,current symbol,MGI:99673,Adcy5,adenylate cyclase 5,protein coding gene,ENSMUSG00000022840,P84309
Adcy6,current symbol,MGI:87917,Adcy6,adenylate cyclase 6,protein coding gene,ENSMUSG00000022994,Q01341
Adcy7,current symbol,MGI:102891,Adcy7,adenylate cyclase 7,protein coding gene,ENSMUSG00000031659,P51829
Adcy8,current symbol,MGI:1341110,Adcy8,adenylate cyclase 8,protein coding gene,ENSMUSG00000022376,P97490
Adcy9,current symbol,MGI:108450,Adcy9,adenylate cyclase 9,protein coding gene,ENSMUSG00000005580,P51830
Adcyap1,current symbol,MGI:105094,Adcyap1,adenylate cyclase activating polypeptide 1,protein coding gene,ENSMUSG00000024256,O70176
Adcyap1r1,current symbol,MGI:108449,Adcyap1r1,adenylate cyclase activating polypeptide 1 receptor 1,protein coding gene,ENSMUSG00000029778,P70205
Add1,current symbol,MGI:87918,Add1,adducin 1 (alpha),protein coding gene,ENSMUSG00000029106,Q9QYC0
Add2,current symbol,MGI:87919,Add2,adducin 2 (beta),protein coding gene,ENSMUSG00000030000,Q9QYB8
Add3,current symbol,MGI:1351615,Add3,adducin 3 (gamma),protein coding gene,ENSMUSG00000025026,Q9QYB5
Adh1,current symbol,MGI:87921,Adh1,alcohol dehydrogenase 1 (class I),protein coding gene,ENSMUSG00000074207,P00329
Adh4,synonym,MGI:87926,Adh7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",protein coding gene,ENSMUSG00000055301,Q64437
Adh5,current symbol,MGI:87929,Adh5,"alcohol dehydrogenase 5 (class III), chi polypeptide",protein coding gene,ENSMUSG00000028138,P28474
Adh6a,current symbol,MGI:1916367,Adh6a,alcohol dehydrogenase 6A (class V),protein coding gene,ENSMUSG00000053054,A1L3C0
Adh7,"frog, western clawed symbol",MGI:87921,Adh1,alcohol dehydrogenase 1 (class I),protein coding gene,ENSMUSG00000074207,P00329
Adi1,current symbol,MGI:2144929,Adi1,acireductone dioxygenase 1,protein coding gene,ENSMUSG00000020629,Q99JT9
Adig,current symbol,MGI:2675492,Adig,adipogenin,protein coding gene,ENSMUSG00000044405,Q8R400
Adipoq,current symbol,MGI:106675,Adipoq,"adiponectin, C1Q and collagen domain containing",protein coding gene,ENSMUSG00000022878,Q60994
Adipor1,current symbol,MGI:1919924,Adipor1,adiponectin receptor 1,protein coding gene,ENSMUSG00000026457,Q91VH1
Adipor2,current symbol,MGI:93830,Adipor2,adiponectin receptor 2,protein coding gene,ENSMUSG00000030168,Q8BQS5
Adk,current symbol,MGI:87930,Adk,adenosine kinase,protein coding gene,ENSMUSG00000039197,P55264
Adm,current symbol,MGI:108058,Adm,adrenomedullin,protein coding gene,ENSMUSG00000030790,P97297
Adm2,current symbol,MGI:2675256,Adm2,adrenomedullin 2,protein coding gene,ENSMUSG00000054136,Q7TNK8
Adnp,current symbol,MGI:1338758,Adnp,activity-dependent neuroprotective protein,protein coding gene,ENSMUSG00000051149,Q9Z103
Adnp2,current symbol,MGI:2448562,Adnp2,ADNP homeobox 2,protein coding gene,ENSMUSG00000053950,Q8CHC8
Ado,current symbol,MGI:2685083,Ado,2-aminoethanethiol (cysteamine) dioxygenase,protein coding gene,ENSMUSG00000057134,Q6PDY2
Adora1,current symbol,MGI:99401,Adora1,adenosine A1 receptor,protein coding gene,ENSMUSG00000042429,Q60612
Adora2a,current symbol,MGI:99402,Adora2a,adenosine A2a receptor,protein coding gene,ENSMUSG00000020178,Q60613
Adora2b,current symbol,MGI:99403,Adora2b,adenosine A2b receptor,protein coding gene,ENSMUSG00000018500,Q60614
Adora3,current symbol,MGI:104847,Adora3,adenosine A3 receptor,protein coding gene,ENSMUSG00000000562,
Adpgk,current symbol,MGI:1919391,Adpgk,ADP-dependent glucokinase,protein coding gene,ENSMUSG00000025236,Q8VDL4
Adprh,current symbol,MGI:1098234,Adprh,ADP-ribosylarginine hydrolase,protein coding gene,ENSMUSG00000002844,P54923
Adprhl1,current symbol,MGI:2442168,Adprhl1,ADP-ribosylhydrolase like 1,protein coding gene,ENSMUSG00000031448,Q8BGK2
Adprhl2,current symbol,MGI:2140364,Adprhl2,ADP-ribosylhydrolase like 2,protein coding gene,ENSMUSG00000042558,Q8CG72
Adra1a,current symbol,MGI:104773,Adra1a,"adrenergic receptor, alpha 1a",protein coding gene,ENSMUSG00000045875,P97718
Adra1b,current symbol,MGI:104774,Adra1b,"adrenergic receptor, alpha 1b",protein coding gene,ENSMUSG00000050541,P97717
Adra1d,current symbol,MGI:106673,Adra1d,"adrenergic receptor, alpha 1d",protein coding gene,ENSMUSG00000027335,P97714
Adra2a,current symbol,MGI:87934,Adra2a,"adrenergic receptor, alpha 2a",protein coding gene,ENSMUSG00000033717,Q01338
Adra2b,current symbol,MGI:87935,Adra2b,"adrenergic receptor, alpha 2b",protein coding gene,ENSMUSG00000058620,F8VQ23
Adra2c,current symbol,MGI:87936,Adra2c,"adrenergic receptor, alpha 2c",protein coding gene,ENSMUSG00000045318,Q01337
Adrb1,current symbol,MGI:87937,Adrb1,"adrenergic receptor, beta 1",protein coding gene,ENSMUSG00000035283,P34971
Adrb2,current symbol,MGI:87938,Adrb2,"adrenergic receptor, beta 2",protein coding gene,ENSMUSG00000045730,P18762
Adrb3,current symbol,MGI:87939,Adrb3,"adrenergic receptor, beta 3",protein coding gene,ENSMUSG00000031489,P25962
Adrbk1,old symbol,MGI:87940,Grk2,G protein-coupled receptor kinase 2,protein coding gene,ENSMUSG00000024858,Q99MK8
Adrbk2,old symbol,MGI:87941,Grk3,G protein-coupled receptor kinase 3,protein coding gene,ENSMUSG00000042249,Q3UYH7
Adrm1,current symbol,MGI:1929289,Adrm1,adhesion regulating molecule 1,protein coding gene,ENSMUSG00000039041,Q9JKV1
Adsl,current symbol,MGI:103202,Adsl,adenylosuccinate lyase,protein coding gene,ENSMUSG00000022407,P54822
Adss,old symbol,MGI:87947,Adssl1,adenylosuccinate synthetase like 1,protein coding gene,ENSMUSG00000011148,P28650
Adssl1,current symbol,MGI:87947,Adssl1,adenylosuccinate synthetase like 1,protein coding gene,ENSMUSG00000011148,P28650
Aebp1,current symbol,MGI:1197012,Aebp1,AE binding protein 1,protein coding gene,ENSMUSG00000020473,Q640N1
Aebp2,current symbol,MGI:1338038,Aebp2,AE binding protein 2,protein coding gene,ENSMUSG00000030232,Q9Z248
